Title,Tags,Answered,Link,With code,matched_keywords,performance issue,factor,description,tag,problems root causes,how to fix,label_1,label_2,final_label
Running out of Memory - bitmap size exceeds VM budget,"java,android,memory,imagebutton",True,https://stackoverflow.com/questions/9745608/running-out-of-memory-bitmap-size-exceeds-vm-budget,True,out of memory,Memory Consumption,Activity,"Make sure you are not storing the activities or context in any other part of your program. This really messes with your memory management and causes lots of leaks.

Value storing",,"Store Context objects in static or global variables.

",Pass the Context object in the method and make sure that its lifecycle is limited to the execution cycle of the method. the Context object c exists only during the execution of the method and does not lead to memory leaks.,1,1,1
Android Response Timeout,"android,https,httpwebrequest,httprequest",True,https://stackoverflow.com/questions/9715800/android-response-timeout,True,response time,No,No,,,,,0,0,0
getXml() is running out of memory when reading large XML on low-end devices,"android,xml",True,https://stackoverflow.com/questions/9675956/getxml-is-running-out-of-memory-when-reading-large-xml-on-low-end-devices,True,out of memory,No,No,,,,,0,0,0
Got ANR after device went to sleep (Android),"android,android-anr-dialog",True,https://stackoverflow.com/questions/9670730/got-anr-after-device-went-to-sleep-android,True, ANR ,No,No,,,,,0,0,0
Getting out of memory error while reading responce from web service,"android,web-services,out-of-memory",True,https://stackoverflow.com/questions/9644629/getting-out-of-memory-error-while-reading-responce-from-web-service,True,out of memory,Memory Consumption,Loop,,check,,,1,0,1
"Out of memory error when inserting more records(nearly 1,00,000 records) into database",android,True,https://stackoverflow.com/questions/9629619/out-of-memory-error-when-inserting-more-recordsnearly-1-00-000-records-into-da,True,out of memory,No,No,,,,,0,0,0
Fixing Activity memory leaks found by Leak canary,"android,memory-leaks,leakcanary",True,https://stackoverflow.com/questions/62848503/fixing-activity-memory-leaks-found-by-leak-canary,True,memory leak,No,No,,,,,0,0,0
Can a not removed ViewTreeObserver listener cause memory leaks?,"android,memory-leaks",True,https://stackoverflow.com/questions/36788740/can-a-not-removed-viewtreeobserver-listener-cause-memory-leaks,True,memory leak,No,No,,,,,0,0,0
How can I check my Android app's network consumption? [closed],"android,api,network-monitoring",True,https://stackoverflow.com/questions/36710484/how-can-i-check-my-android-apps-network-consumption,True,network consumption,No,,,,,,0,0,0
Android running out of memory,"android,debugging,memory-management",True,https://stackoverflow.com/questions/36584626/android-running-out-of-memory,True,out of memory,Memory Consumption,Loop,,check,,,1,0,1
Android | Correct way to get and compress bitmap | Out of memory,"android,bitmap,out-of-memory",True,https://stackoverflow.com/questions/36583866/android-correct-way-to-get-and-compress-bitmap-out-of-memory,True,out of memory,Memory Consumption,Image,bitmap,,,,1,1,1
Out of memory error when calling web api using volley in android,"android,android-volley",True,https://stackoverflow.com/questions/36564511/out-of-memory-error-when-calling-web-api-using-volley-in-android,True,out of memory,No,No,,,,,0,0,0
How to find a Android Memory Leak,"android,memory-leaks",True,https://stackoverflow.com/questions/36500526/how-to-find-a-android-memory-leak,True,memory leak,No,No,,,,,0,0,0
Android ImageViews Causing Memory Leak?,"android,memory-leaks,imageview",True,https://stackoverflow.com/questions/36486412/android-imageviews-causing-memory-leak,True,memory leak,No,No,,,,,0,0,0
Roboelectric unit tests are unresponsive,"android,unit-testing,android-studio,android-gradle-plugin,robolectric",True,https://stackoverflow.com/questions/36479391/roboelectric-unit-tests-are-unresponsive,True,unresponsive,No,No,,,,,0,0,0
Library to detect memory leak in android using Kotlin,"android,memory-leaks,kotlin",True,https://stackoverflow.com/questions/43589347/library-to-detect-memory-leak-in-android-using-kotlin,True,memory leak,No,No,,,,,0,0,0
VideoView memory leak,"android,memory-leaks,android-videoview",True,https://stackoverflow.com/questions/43280440/videoview-memory-leak,True,memory leak,Memory Consumption,Fragment,,,,"When using ButterKnife with Fragments, you need to use the Unbinder in onDestroyView() to correctly dereference the Fragment's Views -- since Fragments have different life cycles to Activities.

",1,1,1
What does sCount=2 dsCount=1 mean in android ANR file?,"android,debugging,adb,android-debug,android-anr-dialog",True,https://stackoverflow.com/questions/43132145/what-does-scount-2-dscount-1-mean-in-android-anr-file,True, ANR ,No,No,,,,,0,0,0
"Rxjava, combineLatest with RxTextView memory leak","android,memory-leaks,rx-java,rx-kotlin,rx-binding",True,https://stackoverflow.com/questions/52446947/rxjava-combinelatest-with-rxtextview-memory-leak,True,memory leak,No,No,,,,,0,0,0
is this the correct way of LiveData usage?,"android,kotlin,android-room,android-livedata,android-viewmodel",True,https://stackoverflow.com/questions/51947757/is-this-the-correct-way-of-livedata-usage,True,data usage,No,,,,,,0,0,0
dialog box memory leak or stubborn GC?,android,True,https://stackoverflow.com/questions/8271373/dialog-box-memory-leak-or-stubborn-gc,True,memory leak,Memory Consumption,Image,bitmap,,"OK, now that the analysis is out of the way... :-)

Bitmap resources take a hunk of heap space, because in memory they are held in their raw uncompressed format, compared to the PNG or JPEG you probably started with.

I notice that you are setting a background on a LinearLayout. That certainly works, but bitmap backgrounds are perhaps the biggest memory hogs, just due to their size. ","You might consider going with a flat color, a ShapeDrawable, or something that is less heap-intensive, if you are concerned about the space. This is particularly true for a dialog box, which is usually on the screen for mere moments.",1,1,1
Android Sensor CPU Usage,"android,accelerometer,cpu-usage,android-sensors",True,https://stackoverflow.com/questions/8228394/android-sensor-cpu-usage,True,cpu usage,No,,,,,,0,0,0
Android App Internal Data Storage,"java,android,arrays,file-io,storage",True,https://stackoverflow.com/questions/8177914/android-app-internal-data-storage,True,data storage,No,,,,,,0,0,0
Volley Out Of Memory issue V1.1.0,"android,android-volley",True,https://stackoverflow.com/questions/49852606/volley-out-of-memory-issue-v1-1-0,True,out of memory,No,No,,,,,0,0,0
Android activity memory consumption,"java,android,android-studio",True,https://stackoverflow.com/questions/58357381/android-activity-memory-consumption,True,memory consumption,No,No,,,,,0,0,0
Android: UI freezes although use of Handler and postdelay,"android,user-interface,handler",True,https://stackoverflow.com/questions/30580482/android-ui-freezes-although-use-of-handler-and-postdelay,True,UI freeze,Responsiveness,"Loop
Main Thread",根本问题在于用户的for循环在很短的时间内调度了多个 Runnable，在 500ms 之后这些任务几乎同时触发。用户错误地尝试通过一个循环提前调度所有任务，但这些任务并没有按预期逐个延迟执行，而是几乎同时执行，导致了UI线程的阻塞和冻结。,,"Scheduling a large number of tasks at the same time: A large number of Runnables are scheduled within a very short period of time, and all tasks are executed at the same time after 500ms, resulting in a large amount of system resources being occupied.
Frequent execution of time-consuming tasks: Frequent execution of time-consuming tasks takes up a lot of CPU resources, resulting in other tasks being unable to be executed in time, leading to unresponsive UI.",,1,1,1
Out of memory exception occurred at Bitmap Shadder android,"android,bitmap,bitmapshader",True,https://stackoverflow.com/questions/30543881/out-of-memory-exception-occurred-at-bitmap-shadder-android,True,out of memory,No,No,,,,,0,0,0
Getting an OOM issue on the setContentView call in a java gradle android project,"java,android,intellij-idea,out-of-memory,android-gradle-plugin",True,https://stackoverflow.com/questions/30487595/getting-an-oom-issue-on-the-setcontentview-call-in-a-java-gradle-android-project,True, oom ,Memory Consumption,Image,,,,"android:largeHeap=""true""
",1,1,1
Potential causes of memory leaks in Android,"java,android,memory-leaks,garbage-collection",True,https://stackoverflow.com/questions/30431718/potential-causes-of-memory-leaks-in-android,True,memory leak,No,No,,,,,0,0,0
Out of memory on a 10171204-byte allocation in android app,"android,download,out-of-memory",True,https://stackoverflow.com/questions/8118350/out-of-memory-on-a-10171204-byte-allocation-in-android-app,True,out of memory,No,No,,,,,0,0,0
Android data usage control / tracking?,android,True,https://stackoverflow.com/questions/8100610/android-data-usage-control-tracking,True,data usage,No,,,,,,0,0,0
Out of memory on a byte allocation (Bitmap as String to webservice using soap),"android,bitmap,arrays,ksoap2",True,https://stackoverflow.com/questions/8079001/out-of-memory-on-a-byte-allocation-bitmap-as-string-to-webservice-using-soap,True,out of memory,Memory Consumption,Image,,,,"You are creating 3 copies of an 11MB image(bitmap, stream, strBase64). So reduce the memory usage by calling

bitmap.recycle();
below this line:

bitmap.compress(Bitmap.CompressFormat.PNG, 100, stream);
Also close the stream when you are done with it(below stream.toByteArray();):

stream.close();
stream = null;",1,1,1
Android memory leak with ListView inside a Gallery,"android,out-of-memory",True,https://stackoverflow.com/questions/8075512/android-memory-leak-with-listview-inside-a-gallery,True,memory leak,No,No,,,,,0,0,0
Listview memory leak,"java,android,listview,memory,memory-leaks",True,https://stackoverflow.com/questions/8057010/listview-memory-leak,True,memory leak,Memory Consumption,Dynamic UI Loading,,check,,,1,0,1
out of Memory Error while printing a string,"java,android",True,https://stackoverflow.com/questions/8018706/out-of-memory-error-while-printing-a-string,True,out of memory,No,No,,,,,0,0,0
Android : getParcelableArrayList error (out of Memory),android,True,https://stackoverflow.com/questions/8004674/android-getparcelablearraylist-error-out-of-memory,True,out of memory,Memory Consumption,Data Type,,new factor,"if you mismatch the read and write methods, an unexpected value will be read and it will mess the whole parcel.","If you really want an int, use (int) in.readDouble() instead of in.readInt().

",1,1,1
